Feature,Importance
"tBodyAccJerk-arCoeff()-Y,1",0.00015870268668548672
"tBodyAcc-arCoeff()-Y,2",0.0001582212360915836
"fBodyAcc-bandsEnergy()-57,64",0.00015786068074553116
tBodyGyroJerkMag-max(),0.00015554925497181105
fBodyAccJerk-min()-X,0.00015540894815703002
"fBodyAcc-bandsEnergy()-57,64",0.00015472039664700667
fBodyAccJerk-skewness()-X,0.00015274972572805562
"fBodyGyro-bandsEnergy()-49,56",0.00015187019883185348
"tBodyAccJerk-arCoeff()-Y,3",0.000151632398460437
"fBodyAccJerk-bandsEnergy()-57,64",0.00015090832798726555
"fBodyAccJerk-bandsEnergy()-25,48",0.00015080969652828555
"tBodyGyroJerk-arCoeff()-Y,3",0.00015058282138079852
"fBodyAcc-bandsEnergy()-49,64",0.00014895817224965468
tBodyGyroJerkMag-arCoeff()3,0.00014831998052163258
"angle(tBodyAccJerkMean),gravityMean)",0.0001472264499269736
tBodyGyroMag-arCoeff()3,0.0001456383770676712
tBodyAccMag-arCoeff()3,0.00014550287529229133
fBodyAccJerk-kurtosis()-X,0.00014464251674732402
fBodyBodyAccJerkMag-meanFreq(),0.00014371263705277438
"fBodyAccJerk-bandsEnergy()-57,64",0.00014221299725132306
tBodyAccJerkMag-min(),0.00014171166101969315
"fBodyAccJerk-bandsEnergy()-41,48",0.00014083134218622774
fBodyAccJerk-meanFreq()-X,0.00014043424002666485
"fBodyAccJerk-bandsEnergy()-49,64",0.0001404189624221653
"fBodyAcc-bandsEnergy()-41,48",0.00013956804339059547
"fBodyAcc-bandsEnergy()-41,48",0.00013954315305507594
fBodyBodyGyroJerkMag-entropy(),0.00013849337719180278
fBodyBodyGyroMag-std(),0.00013805967717694017
tBodyAccJerkMag-arCoeff()1,0.00013673416506394267
fBodyAcc-min()-X,0.00013657288115213688
"fBodyAcc-bandsEnergy()-41,48",0.00013581003156524075
"tBodyGyro-arCoeff()-Z,2",0.00013570624275638615
"fBodyAcc-bandsEnergy()-49,56",0.00013548276649698746
"fBodyAcc-bandsEnergy()-57,64",0.0001351320298872994
fBodyAcc-min()-Y,0.00013424051629763116
"fBodyAcc-bandsEnergy()-49,64",0.00013403913064271807
tBodyAccJerk-mean()-Z,0.0001335377469434513
"fBodyAccJerk-bandsEnergy()-49,56",0.00013227163090055613
"fBodyAccJerk-bandsEnergy()-25,32",0.0001312867235220575
"tBodyAcc-arCoeff()-Z,2",0.0001307725829343576
"fBodyAcc-bandsEnergy()-33,40",0.00012989603440872314
"fBodyAcc-bandsEnergy()-25,48",0.0001289058309340908
"fBodyAccJerk-bandsEnergy()-49,64",0.00012691580708015847
"fBodyAcc-bandsEnergy()-49,56",0.00012538325156950873
fBodyBodyAccJerkMag-min(),0.00012491209356153946
fBodyAcc-mean()-Z,0.00012433335862172513
"fBodyAcc-bandsEnergy()-49,56",0.00012373995294426697
"fBodyAccJerk-bandsEnergy()-49,56",0.00012290645514574403
tBodyGyroJerk-mean()-Y,0.0001216155782309901
fBodyBodyGyroJerkMag-sma(),0.00011962815654923515
"fBodyAccJerk-bandsEnergy()-41,48",0.00011884158657355544
"tBodyGyro-arCoeff()-Z,1",0.00011547834334880958
"tBodyGyroJerk-arCoeff()-Y,2",0.00011361107302893024
fBodyBodyGyroJerkMag-min(),0.00010352754475543733
"tBodyAcc-arCoeff()-Y,3",9.718350756012917e-05
"fBodyAcc-bandsEnergy()-49,64",8.516745066361627e-05
fBodyAccJerk-entropy()-X,5.868435485212375e-05
fBodyBodyAccJerkMag-entropy(),3.1501743630931235e-05
